Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: age,Store: disorders,Store: treatments,Store: oversea,Store: English
2,1720554197337,09/07/2024 19:43:17,1720557797337,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720554197338,09/07/2024 19:43:17,1720557797338,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720554197338,09/07/2024 19:43:17,1720557797338,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,49,,,Age Entry,3,object-8,,0,0,0,1
5,1720554197338,09/07/2024 19:43:17,1720557797338,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720554197338,09/07/2024 19:43:17,1720557797338,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720554197338,09/07/2024 19:43:17,1720557797338,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720554197339,09/07/2024 19:43:17,1720557797339,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720554197339,09/07/2024 19:43:17,1720557797339,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720554197339,09/07/2024 19:43:17,1720557797339,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720554197339,09/07/2024 19:43:17,1720557797339,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720554197340,09/07/2024 19:43:17,1720557797340,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720554197340,09/07/2024 19:43:17,1720557797340,1,09/07/2024 21:43:17,172913,29,questionnaire-y2w6,,38853557,BLIND,11398335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1933x816,1690x632,,,0,Demographic New,7,C,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720554141860,09/07/2024 19:42:21,1720557741860,1,09/07/2024 21:42:21,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720554153868,09/07/2024 19:42:33,1720557753868,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720554153868,09/07/2024 19:42:33,1720557753868,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720554153868,09/07/2024 19:42:33,1720557753868,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,22,,,Age Entry,3,object-8,,0,0,0,1
5,1720554153868,09/07/2024 19:42:33,1720557753868,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720554153869,09/07/2024 19:42:33,1720557753869,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720554153869,09/07/2024 19:42:33,1720557753869,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720554153869,09/07/2024 19:42:33,1720557753869,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720554153869,09/07/2024 19:42:33,1720557753869,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720554153870,09/07/2024 19:42:33,1720557753870,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720554153870,09/07/2024 19:42:33,1720557753870,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720554153870,09/07/2024 19:42:33,1720557753870,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720554153871,09/07/2024 19:42:33,1720557753871,1,09/07/2024 21:42:33,172913,29,questionnaire-y2w6,,38853560,BLIND,11398334,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,2048x1152,2007x1011,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720554169844,09/07/2024 19:42:49,1720557769844,1,09/07/2024 21:42:49,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,822x1062,,,0,Demographic New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720554189506,09/07/2024 19:43:09,1720557789506,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720554189506,09/07/2024 19:43:09,1720557789506,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720554189507,09/07/2024 19:43:09,1720557789507,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,40,,,Age Entry,3,object-8,,0,0,0,1
5,1720554189507,09/07/2024 19:43:09,1720557789507,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720554189507,09/07/2024 19:43:09,1720557789507,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720554189507,09/07/2024 19:43:09,1720557789507,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720554189507,09/07/2024 19:43:09,1720557789507,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720554189507,09/07/2024 19:43:09,1720557789507,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720554189508,09/07/2024 19:43:09,1720557789508,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720554189508,09/07/2024 19:43:09,1720557789508,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720554189508,09/07/2024 19:43:09,1720557789508,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720554189508,09/07/2024 19:43:09,1720557789508,1,09/07/2024 21:43:09,172913,29,questionnaire-y2w6,,38853587,BLIND,11398332,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2560x1440,2048x1050,,,0,Demographic New,7,A,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720554184175,09/07/2024 19:43:04,1720557784175,1,09/07/2024 21:43:04,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720554208295,09/07/2024 19:43:28,1720557808295,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,34,,,Age Entry,3,object-8,,0,0,0,1
5,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720554208296,09/07/2024 19:43:28,1720557808296,1,09/07/2024 21:43:28,172913,29,questionnaire-y2w6,,38853605,BLIND,11398328,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720554224011,09/07/2024 19:43:44,1720557824011,1,09/07/2024 21:43:44,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720554268500,09/07/2024 19:44:28,1720557868500,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720554268500,09/07/2024 19:44:28,1720557868500,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720554268501,09/07/2024 19:44:28,1720557868501,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,21,,,Age Entry,3,object-8,,0,0,0,1
5,1720554268501,09/07/2024 19:44:28,1720557868501,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720554268502,09/07/2024 19:44:28,1720557868502,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720554268502,09/07/2024 19:44:28,1720557868502,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720554268502,09/07/2024 19:44:28,1720557868502,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720554268502,09/07/2024 19:44:28,1720557868502,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720554268503,09/07/2024 19:44:28,1720557868503,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720554268503,09/07/2024 19:44:28,1720557868503,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720554268503,09/07/2024 19:44:28,1720557868503,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720554268504,09/07/2024 19:44:28,1720557868504,1,09/07/2024 21:44:28,172913,29,questionnaire-y2w6,,38853651,BLIND,11398394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x1024,1536x855,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720554337078,09/07/2024 19:45:37,1720557937078,1,09/07/2024 21:45:37,172913,29,questionnaire-y2w6,,38853727,BLIND,11398403,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 125.0.0.0,1205x753,1205x633,,,0,Demographic New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720554352903,09/07/2024 19:45:52,1720557952903,1,09/07/2024 21:45:52,172913,29,questionnaire-y2w6,,38853727,BLIND,11398403,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 125.0.0.0,1205x753,1205x729,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720554352904,09/07/2024 19:45:52,1720557952904,1,09/07/2024 21:45:52,172913,29,questionnaire-y2w6,,38853727,BLIND,11398403,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 125.0.0.0,1205x753,1205x729,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720554352904,09/07/2024 19:45:52,1720557952904,1,09/07/2024 21:45:52,172913,29,questionnaire-y2w6,,38853727,BLIND,11398403,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 125.0.0.0,1205x753,1205x729,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,26,,,Age Entry,3,object-8,,0,0,0,1
5,1720554352904,09/07/2024 19:45:52,1720557952904,1,09/07/2024 21:45:52,172913,29,questionnaire-y2w6,,38853727,BLIND,11398403,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 125.0.0.0,1205x753,1205x729,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
