trial_number,block_number,payoff,response,left,right,payoff_left,payoff_right,context,arms,choice,trial,value_left,value_right,IIU,PIU,IU,IM,Anx,ID
124,16,2,Right,**R**,**r**,4,2,Win,rR,2,4,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
125,16,6,Left,**R**,**r**,6,3,Win,rR,1,5,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
126,16,5,Left,**R**,**r**,5,2,Win,rR,1,6,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
127,16,3,Left,**R**,**r**,3,1,Win,rR,1,7,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
128,16,3,Left,**R**,**r**,3,2,Win,rR,1,8,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
129,16,4,Left,**R**,**r**,4,2,Win,rR,1,9,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
130,16,5,Left,**R**,**r**,5,3,Win,rR,1,10,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
131,16,4,Left,**R**,**r**,4,2,Win,rR,1,11,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
132,16,4,Left,**R**,**r**,4,2,Win,rR,1,12,4.2727272727272725,2.090909090909091,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
133,19,4,Left,**r**,**R**,4,3,Win,rR,1,1,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
134,19,4,Right,**r**,**R**,5,4,Win,rR,2,2,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
135,19,4,Right,**r**,**R**,5,4,Win,rR,2,3,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
136,19,4,Left,**r**,**R**,4,2,Win,rR,1,4,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
137,19,5,Right,**r**,**R**,6,5,Win,rR,2,5,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
138,19,5,Left,**r**,**R**,5,3,Win,rR,1,6,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
139,19,5,Left,**r**,**R**,5,4,Win,rR,1,7,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
140,19,4,Left,**r**,**R**,4,1,Win,rR,1,8,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
141,19,7,Right,**r**,**R**,6,7,Win,rR,2,9,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
142,19,6,Right,**r**,**R**,6,6,Win,rR,2,10,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
143,19,5,Right,**r**,**R**,5,5,Win,rR,2,11,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
144,19,4,Right,**r**,**R**,5,4,Win,rR,2,12,5,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
145,18,1,Right,**r**,**R**,3,1,Win,rR,2,1,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
146,18,2,Right,**r**,**R**,3,2,Win,rR,2,2,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
147,18,4,Right,**r**,**R**,4,4,Win,rR,2,3,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
148,18,4,Left,**r**,**R**,4,5,Win,rR,1,4,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
149,18,4,Left,**r**,**R**,4,4,Win,rR,1,5,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
150,18,3,Left,**r**,**R**,3,3,Win,rR,1,6,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
151,18,6,Right,**r**,**R**,5,6,Win,rR,2,7,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
152,18,5,Right,**r**,**R**,5,5,Win,rR,2,8,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
153,18,7,Right,**r**,**R**,5,7,Win,rR,2,9,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
154,18,4,Right,**r**,**R**,4,4,Win,rR,2,10,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
155,18,4,Right,**r**,**R**,4,4,Win,rR,2,11,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
156,18,3,Right,**r**,**R**,4,3,Win,rR,2,12,4,4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
157,4,-3,Right,**R**,**S**,-3,-3,Lose,SR,2,1,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
158,4,-6,Left,**R**,**S**,-6,-3,Lose,SR,1,2,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
159,4,-3,Right,**R**,**S**,-2,-3,Lose,SR,2,3,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
160,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,4,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
161,4,-3,Right,**R**,**S**,-5,-3,Lose,SR,2,5,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
162,4,-3,Right,**R**,**S**,-7,-3,Lose,SR,2,6,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
163,4,-3,Right,**R**,**S**,-5,-3,Lose,SR,2,7,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
164,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,8,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
165,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,9,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
166,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,10,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
167,4,-3,Right,**R**,**S**,-3,-3,Lose,SR,2,11,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
168,4,-3,Right,**R**,**S**,-1,-3,Lose,SR,2,12,-4,-3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
169,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,1,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
170,1,-6,Left,**S**,**R**,-6,-2,Lose,SR,1,2,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
171,1,-3,Right,**S**,**R**,-6,-3,Lose,SR,2,3,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
172,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,4,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
173,1,-7,Right,**S**,**R**,-6,-7,Lose,SR,2,5,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
174,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,6,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
175,1,-1,Right,**S**,**R**,-6,-1,Lose,SR,2,7,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
176,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,8,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
177,1,-6,Left,**S**,**R**,-6,-3,Lose,SR,1,9,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
178,1,-6,Left,**S**,**R**,-6,-5,Lose,SR,1,10,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
179,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,11,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
180,1,-6,Right,**S**,**R**,-6,-6,Lose,SR,2,12,-6,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
181,15,-1,Right,**R**,**r**,-1,-1,Lose,rR,2,1,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
182,15,-3,Right,**R**,**r**,-6,-3,Lose,rR,2,2,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
183,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,3,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
184,15,-1,Right,**R**,**r**,-3,-1,Lose,rR,2,4,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
185,15,-2,Right,**R**,**r**,-5,-2,Lose,rR,2,5,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
186,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,6,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
187,15,-3,Right,**R**,**r**,-5,-3,Lose,rR,2,7,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
188,15,-3,Right,**R**,**r**,-7,-3,Lose,rR,2,8,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
189,15,-1,Right,**R**,**r**,-2,-1,Lose,rR,2,9,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
190,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,10,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
191,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,11,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
192,15,-2,Right,**R**,**r**,-3,-2,Lose,rR,2,12,-4,-2,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
193,17,3,Right,**R**,**r**,3,3,Win,rR,2,1,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
194,17,4,Left,**R**,**r**,4,3,Win,rR,1,2,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
195,17,5,Left,**R**,**r**,5,4,Win,rR,1,3,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
196,17,3,Right,**R**,**r**,5,3,Win,rR,2,4,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
197,17,7,Left,**R**,**r**,7,4,Win,rR,1,5,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
198,17,1,Left,**R**,**r**,1,2,Win,rR,1,6,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
199,17,4,Left,**R**,**r**,4,3,Win,rR,1,7,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
200,17,4,Left,**R**,**r**,4,3,Win,rR,1,8,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
201,17,2,Left,**R**,**r**,2,2,Win,rR,1,9,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
202,17,6,Left,**R**,**r**,6,4,Win,rR,1,10,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
203,17,4,Left,**R**,**r**,4,3,Win,rR,1,11,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
204,17,3,Left,**R**,**r**,3,2,Win,rR,1,12,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
205,7,4,Left,**R**,**S**,4,3,Win,SR,1,1,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
206,7,3,Right,**R**,**S**,5,3,Win,SR,2,2,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
207,7,3,Left,**R**,**S**,3,3,Win,SR,1,3,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
208,7,3,Right,**R**,**S**,4,3,Win,SR,2,4,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
209,7,3,Left,**R**,**S**,3,3,Win,SR,1,5,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
210,7,5,Left,**R**,**S**,5,3,Win,SR,1,6,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
211,7,1,Left,**R**,**S**,1,3,Win,SR,1,7,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
212,7,4,Left,**R**,**S**,4,3,Win,SR,1,8,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
213,7,7,Left,**R**,**S**,7,3,Win,SR,1,9,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
214,7,6,Left,**R**,**S**,6,3,Win,SR,1,10,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
215,7,2,Left,**R**,**S**,2,3,Win,SR,1,11,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
216,7,4,Left,**R**,**S**,4,3,Win,SR,1,12,4,3,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
217,13,-3,Left,**r**,**R**,-3,-2,Lose,rR,1,1,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
218,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,2,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
219,13,-6,Right,**r**,**R**,-5,-6,Lose,rR,2,3,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
220,13,-3,Left,**r**,**R**,-3,-1,Lose,rR,1,4,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
221,13,-5,Left,**r**,**R**,-5,-7,Lose,rR,1,5,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
222,13,-5,Left,**r**,**R**,-5,-5,Lose,rR,1,6,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
223,13,-4,Left,**r**,**R**,-4,-3,Lose,rR,1,7,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
224,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,8,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
225,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,9,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
226,13,-4,Left,**r**,**R**,-4,-5,Lose,rR,1,10,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
227,13,-3,Left,**r**,**R**,-3,-3,Lose,rR,1,11,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
228,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,12,-4,-4,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
229,2,-5,Right,**R**,**S**,-4,-5,Lose,SR,2,1,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
230,2,-5,Left,**R**,**S**,-5,-5,Lose,SR,1,2,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
231,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,3,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
232,2,-3,Left,**R**,**S**,-3,-5,Lose,SR,1,4,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
233,2,-3,Left,**R**,**S**,-3,-5,Lose,SR,1,5,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
234,2,-2,Left,**R**,**S**,-2,-5,Lose,SR,1,6,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
235,2,-6,Left,**R**,**S**,-6,-5,Lose,SR,1,7,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
236,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,8,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
237,2,-5,Right,**R**,**S**,-4,-5,Lose,SR,2,9,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
238,2,-7,Left,**R**,**S**,-7,-5,Lose,SR,1,10,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
239,2,-1,Left,**R**,**S**,-1,-5,Lose,SR,1,11,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
240,2,-5,Left,**R**,**S**,-5,-5,Lose,SR,1,12,-4,-5,-0.9727903423124328,-0.7288068563000624,-0.949533393724698,-0.3449137981523383,-1.0018334054649278,82
1,10,6,Left,**S**,**R**,6,3,Win,SR,1,1,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
2,10,6,Left,**S**,**R**,6,4,Win,SR,1,2,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
3,10,6,Left,**S**,**R**,6,7,Win,SR,1,3,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
4,10,6,Left,**S**,**R**,6,5,Win,SR,1,4,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
5,10,6,Left,**S**,**R**,6,4,Win,SR,1,5,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
6,10,6,Left,**S**,**R**,6,1,Win,SR,1,6,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
7,10,6,Left,**S**,**R**,6,6,Win,SR,1,7,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
8,10,6,Left,**S**,**R**,6,3,Win,SR,1,8,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
9,10,6,Left,**S**,**R**,6,2,Win,SR,1,9,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
10,10,6,Left,**S**,**R**,6,4,Win,SR,1,10,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
11,10,6,Left,**S**,**R**,6,4,Win,SR,1,11,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
12,10,6,Left,**S**,**R**,6,5,Win,SR,1,12,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
13,20,7,Left,**r**,**R**,7,5,Win,rR,1,1,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
14,20,5,Left,**r**,**R**,5,1,Win,rR,1,2,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
15,20,6,Left,**r**,**R**,6,4,Win,rR,1,3,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
16,20,6,Left,**r**,**R**,6,5,Win,rR,1,4,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
17,20,6,Left,**r**,**R**,6,3,Win,rR,1,5,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
18,20,7,Left,**r**,**R**,7,7,Win,rR,1,6,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
19,20,5,Left,**r**,**R**,5,3,Win,rR,1,7,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
20,20,6,Left,**r**,**R**,6,4,Win,rR,1,8,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
21,20,5,Left,**r**,**R**,5,2,Win,rR,1,9,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
22,20,7,Left,**r**,**R**,7,6,Win,rR,1,10,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
23,20,6,Left,**r**,**R**,6,4,Win,rR,1,11,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
24,20,6,Left,**r**,**R**,6,4,Win,rR,1,12,6,4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
25,7,3,Right,**R**,**S**,3,3,Win,SR,2,1,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
26,7,3,Right,**R**,**S**,4,3,Win,SR,2,2,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
27,7,4,Left,**R**,**S**,4,3,Win,SR,1,3,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
28,7,3,Right,**R**,**S**,1,3,Win,SR,2,4,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
29,7,3,Right,**R**,**S**,5,3,Win,SR,2,5,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
30,7,7,Left,**R**,**S**,7,3,Win,SR,1,6,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
31,7,6,Left,**R**,**S**,6,3,Win,SR,1,7,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
32,7,4,Left,**R**,**S**,4,3,Win,SR,1,8,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
33,7,2,Left,**R**,**S**,2,3,Win,SR,1,9,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
34,7,4,Left,**R**,**S**,4,3,Win,SR,1,10,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
35,7,3,Left,**R**,**S**,3,3,Win,SR,1,11,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
36,7,5,Left,**R**,**S**,5,3,Win,SR,1,12,4,3,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
37,1,-6,Left,**S**,**R**,-6,-3,Lose,SR,1,1,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
38,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,2,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
39,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,3,-6,-4,-1.108528529611842,-1.2903273876387942,-1.3465508405782303,0.5388510939105918,-1.0018334054649278,87
